Strassenschluessel;Strasse;Ortsteil;Stadtteil;Polizei;Grundbuchschluessel;PLZ
K416;Kreienhoopsberg;519;Poppenbuettel;35;532;22399
K566;Kreienkoppel;519;Poppenbuettel;35;532;22399
K567;Kreienstieg;519;Poppenbuettel;35;532;22399
K417;Kreisstrasse;218;Gross Flottbek;25;208;22607
K418;Krellweg;601;Lohbruegge;43;608;21033
K419;Krempenhege;523;Wohldorf-Ohlstedt;35;537;22397
K420;Kremper Strasse;401;Hoheluft-Ost;23;426;20251
K421;Kressenweg;220;Lurup;25;208;22549
K422;Kreuslerstrasse;101;Hamburg-Altstadt;14;101;20095
K423;Kreuzbergweg;526;Rahlstedt;38;544;22149
K629;Kreuzblumenweg;432;Langenhorn;34;420;22417
K424;Kreuzbrook;127;Hamm;41;109;20537
K533;Kreuzburger Strasse;512;Jenfeld;38;550;22045
K425;Kreuzfurth;432;Langenhorn;34;420;22415
K426;Kreuzkirchenstieg;130;Billstedt;42;117;22111
K428;Kreuzweg;114;St. Georg;11;118;20099
K429;Kreyensaal;130;Billstedt;42;110;22119
K587;Krickentenweg;714;Hausbruch;47;707;21147
K430;Kriegerdankweg;319;Schnelsen;24;308;22457
K431;Kriegkamp, Nr. 2/16;526;Rahlstedt;38;541;22147
K431;Kriegkamp, Nr. 19/41;526;Rahlstedt;38;541;22145
K432;Kriemhildstrasse;227;Rissen;26;201;22559
K532;Krieterstrasse;136;Wilhelmsburg;44;716;21109
K434;Krietkamp;517;Wellingsbuettel;35;531;22391
K589;Krischan-Kreibohm-Weg;519;Poppenbuettel;35;532;22399
K435;Kritenbarg;519;Poppenbuettel;35;532;22391
K436;Krochmannstrasse, Nr. 18a/50 und 21/47;408;Winterhude;33;425;22299
K436;Krochmannstrasse, Nr. 49/55 und 52/88;408;Winterhude;33;425;22297
K436;Krochmannstrasse, Nr. 2/18 und 3/19;409;Winterhude;33;425;22299
K437;Kroegen;320;Eidelstedt;27;305;22523
K438;Kroegerkoppel;518;Sasel;35;539;22393
K440;Kroegerstrasse, Nr. 1/29 und 2/46;526;Rahlstedt;38;541;22145
K440;Kroegerstrasse, Nr. 31/49 und 52/56;526;Rahlstedt;38;542;22145
K439;Kroegers Treppe;223;Blankenese;26;203;22587
K442;Krohnsheide;526;Rahlstedt;38;542;22147
K443;Krohnskamp, Nr. 13/85 und 20/74;410;Winterhude;33;425;22301
K443;Krohnskamp, Nr. 1/9 und 2/8;413;Winterhude;33;425;22301
K444;Krohnstieg, Nr. 2/140 und 41/141;432;Langenhorn;34;420;22415
K444;von Krohnstieg-Tunnel westliche Seite bis Garstedter Weg;318;Niendorf;24;307;22415
----;Krohnstieg-Tunnel;431;Fuhlsbuettel;;;
K445;Krokusstieg;407;Alsterdorf;33;424;22297
K441;Kroenenbarg, Nr. 1a/107 und 2a/74;709;Marmstorf;46;721;21077
K441;Kroenenbarg, Nr. 80/100;709;Marmstorf;46;723;21077
K544;Kroenenfeld;709;Marmstorf;46;721;21077
K547;Kroneweg;514;Farmsen-Berne;38;545;22159
K446;Kronprinzenstrasse, Nr. 2/6;221;Osdorf;26;206;22609
K446;Kronprinzenstrasse, Nr. 3/13a und 8/16;221;Osdorf;26;204;22609
K446;Kronprinzenstrasse, Nr. 15/17;221;Osdorf;26;205;22609
K446;Kronprinzenstrasse, Nr. 18/56 und 19/55;221;Osdorf;26;204;22587
K447;Kronprinzkai;139;Steinwerder;2;122;20457
K448;Kronsaalsweg, Nr. 14/30b und 19/21;321;Stellingen;27;305;22525
K448;Kronsaalsweg, Nr. 25/65b und 38/88;321;Stellingen;27;304;22525
K449;Krontaubenstieg;526;Rahlstedt;38;544;22149
K450;Kroogbloecke;129;Horn;42;110;22119
K451;Kroonhorst, Nr. 113a/129 und 118/130;220;Lurup;26;206;22549
K451;Kroonhorst, Nr. 1/109 und 2/116;221;Osdorf;26;206;22549
K452;Kroonstuecken;513;Tonndorf;38;549;22045
K453;Kroosweg;701;Harburg;46;709;21073
K455;Kruegers Redder;515;Bramfeld;36;546;22177
K460;Krugkoppel;314;Harvestehude;17;302;20149
----;Krugkoppelbruecke;314;Harvestehude;;;
K461;Krugtwiete;122;Hamm;41;108;20535
K625;Kruehoffweg;604;Curslack;43;606;21039
K462;Krumbeksweg;514;Farmsen-Berne;38;545;22159
K463;Krumdal;223;Blankenese;26;203;22587
K464;Krumdals Weg;223;Blankenese;26;203;22587
K456;Kruemmelsdiek;523;Wohldorf-Ohlstedt;35;537;22397
K466;Krummer Hagen;607;Kirchwerder;43;607;21037
K467;Krummer Kamp;320;Eidelstedt;27;305;22523
K468;Krummholzberg;702;Harburg;46;709;21073
K469;Krummstuecken;512;Jenfeld;38;550;22043
K470;Krupunder Weg;320;Eidelstedt;27;305;22523
K471;Krusenbusch;137;Wilhelmsburg;3;713;21107
K472;Krusestrasse;601;Lohbruegge;43;608;21033
K457;Kruesistrasse;427;Barmbek-Nord;31;453;22305
K458;Kruessweg;429;Barmbek-Nord;36;453;22307
K459;Kruetzkamp;221;Osdorf;26;206;22549
K473;Kuchelweg;219;Othmarschen;25;209;22605
K616;Kuchenbergweg;708;Sinstorf;46;719;21079
K476;Kuechgarten;702;Harburg;46;709;21073
K474;Kuckuckshorn;137;Wilhelmsburg;44;716;21107
K475;Kuckucksweg;515;Bramfeld;36;546;22175
K477;Kuehnstieg;512;Jenfeld;38;550;22045
K478;Kuehnstrasse, Nr. 4/182;512;Jenfeld;38;550;22045
K478;Kuehnstrasse, Nr. 1/161;513;Tonndorf;38;549;22045
K490;Kugelfang;407;Alsterdorf;23;426;22297
K491;Kuhberg;105;Neustadt;14;115;20459
K492;Kuhgraben, Nr. 1/29 und 2/24;225;Iserbrook;26;206;22589
K492;Kuhgraben, Nr. 26a/34b;225;Iserbrook;26;204;22589
K493;Kuhkoppel;514;Farmsen-Berne;38;545;22159
K622;Kuehlungsborner Strasse;526;Rahlstedt;38;544;22147
K494;Kuhmuehle, Nr. 1/9;416;Hohenfelde;31;455;22087
K494;Kuhmuehle, Nr. 2/18;417;Hohenfelde;31;455;22087
----;Kuhmuehlenbruecke;415;Uhlenhorst;;;
----;Kuhmuehlenbruecke;416;Hohenfelde;;;
----;Kuhmuehlenbruecke;417;Hohenfelde;;;
----;Kuehnbruecke;430;Ohlsdorf;;;
K632;Kuehnehoefe;215;Bahrenfeld;25;212;22761
K495;Kuhnsweg;413;Winterhude;33;425;22303
K496;Kuhredder;521;Lemsahl-Mellingstedt;35;533;22397
K497;Kuhteichweg;517;Wellingsbuettel;35;531;22391
K498;Kuhtrift, Nr. 7/7g und 12;711;Heimfeld;46;709;21075
K498;Kuhtrift, Nr. 14/32 und 17;711;Heimfeld;47;709;21075
K499;Kuhwerder Hoeft;139;Steinwerder;2;122;20457
K604;Kuekenbracksweg;137;Wilhelmsburg;44;716;21107
K479;Kuekenstieg;220;Lurup;25;206;22549
K637;Kuekenweide;715;Neugraben-Fischbek;47;705;21147
K500;Kulemannstieg;319;Schnelsen;24;308;22457
K501;Kulenkamp;520;Hummelsbuettel;35;530;22339
K502;Kulenstueck;432;Langenhorn;34;420;22419
----;Kulenstueckbruecke;432;Langenhorn;;;
K565;Kulenwisch;520;Hummelsbuettel;35;530;22339
K503;Kulmer Gasse;425;Dulsberg;37;453;22049
K481;Kuelpersweg;141;Finkenwerder;47;106;21129
K482;Kuemmellstrasse;403;Eppendorf;23;426;20249
K505;Kunaustrasse;518;Sasel;35;539;22393
K612;Kunertweg;137;Wilhelmsburg;44;716;21107
K506;Kunhardtstrasse;404;Eppendorf;23;426;20249
K483;Kuennekestrasse;526;Rahlstedt;38;541;22145
K484;Kueperkoppel;513;Tonndorf;38;549;22045
K485;Kueperstieg;513;Tonndorf;38;549;22045
K507;Kupferdamm;514;Farmsen-Berne;38;545;22159
----;Kupferdammbruecke;514;Farmsen-Berne;;;
K508;Kupferhammer;519;Poppenbuettel;35;532;22399
K509;Kupferhof;602;Bergedorf;43;603;21029
K510;Kupferredder, Nr. 2/12c;523;Wohldorf-Ohlstedt;35;537;22397
K510;Kupferredder, Nr. 15/45 und 54/74;523;Wohldorf-Ohlstedt;35;535;22397
K511;Kupferteichweg;519;Poppenbuettel;35;532;22399
K512;Kurdamm;137;Wilhelmsburg;44;716;21107
----;Kurfuerstenbruecke;604;Curslack;;;
----;Kurfuerstenbruecke;610;Allermoehe;;;
K513;Kurfuerstendeich, Nr. 2/34 und 5/35;604;Curslack;43;606;21037
K513;Kurfuerstendeich, Nr. 36/60 und 41/61;610;Allermoehe;43;601;21037
K514;Kurfuerstenstrasse;508;Wandsbek;37;552;22041
K515;Kuriergang;130;Billstedt;42;117;22111
K623;Kurt-A.-Koerber-Chaussee, Nr. 1/113 und 2/92;602;Bergedorf;43;603;21033
K623;Kurt-A.-Koerber-Chaussee, Nr. 102/122 und 121/135;602;Bergedorf;43;604;21033
K516;Kurt-Adams-Platz;601;Lohbruegge;43;608;21031
K620;Kurt-Eckelmann-Strasse;140;Waltershof;1;122;21129
K517;Kurt-Kuechler-Strasse;222;Nienstedten;26;205;22609
K583;Kurt-Ledien-Weg;318;Niendorf;24;307;22455
K580;Kurt-Schill-Weg;318;Niendorf;24;307;22455
K518;Kurt-Schumacher-Allee, Nr. 2-16;114;St. Georg;11;119;20097
K518;Kurt-Schumacher-Allee, Nr. 31-42;114;St. Georg;11;118;20097
K519;Kurveneck;431;Fuhlsbuettel;34;421;22335
K520;Kurvenstrasse;510;Marienthal;37;552;22043
K521;Kurze Muehren;101;Hamburg-Altstadt;14;101;20095
K523;Kurzenremen;525;Volksdorf;35;540;22359
K524;Kurzer Kamp, Nr. 1/43 und 2/32;431;Fuhlsbuettel;34;421;22339
K524;Kurzer Kamp, Nr. 34/36a;520;Hummelsbuettel;34;530;22339
K522;Kurze Strasse;106;Neustadt;14;114;20355
K525;Kusselhang;710;Eissendorf;46;711;21077
K486;Kuesterkamp;507;Wandsbek;37;552;22041
K487;Kuesterstieg;706;Roenneburg;46;720;21079
K488;Kuestersweg;706;Roenneburg;46;720;21079
K579;Kutterweg;717;Neuenfelde;47;703;21129
K526;Kuulsbarg;224;Blankenese;26;204;22587
K527;Kuwerdamm;607;Kirchwerder;43;607;21037
L001;Lachmannweg;225;Iserbrook;26;204;22589
L002;Lachnerstrasse;419;Barmbek-Sued;31;453;22083
L359;Lademannbogen;520;Hummelsbuettel;34;530;22339
L005;Ladenbeker Furtweg, Nr. 1/37 und 2/120;601;Lohbruegge;43;608;21033
L005;Ladenbeker Furtweg, Nr. 136/264 und 199/223;602;Bergedorf;43;604;21033
L330;Ladenbeker-Furtweg-Bruecke;601;Lohbruegge;43;608;21033
L006;Ladenbeker Weg;601;Lohbruegge;43;608;21033
L007;Ladigestwiete;227;Rissen;26;201;22559
L008;Laeiszstrasse;109;St. Pauli;16;120;20357
L012;Lagerloefstrasse;517;Wellingsbuettel;35;531;22391
L013;Lagerstrasse, Nr. 2/10 und 5/7;109;St. Pauli;14;120;20357
L013;Lagerstrasse, Nr. 9/19 und 22/36;109;St. Pauli;16;120;20357
L013;Lagerstrasse, Nr. 18;207;Sternschanze;16;301;20357
L013;Lagerstrasse, Nr. 21/33;207;Sternschanze;16;120;20357
L014;Lahrmannstrasse;205;Altona-Altstadt;21;214;22767
L361;Lambert-Strus-Weg;519;Poppenbuettel;35;532;22399
L016;Lambrechtsweg;429;Barmbek-Nord;36;453;22309
L009;Laemmersieth;426;Barmbek-Nord;31;453;22305
L010;Laemmertwiete;702;Harburg;46;709;21073
L017;Lammstrasse;205;Altona-Altstadt;16;213;22767
L019;Lampenland;603;Bergedorf;43;603;21039
L020;Lampéstrasse;320;Eidelstedt;27;305;22523
L018;Lamp'lweg;204;Altona-Altstadt;21;214;22767
L021;Lamprechtstrasse;603;Bergedorf;43;603;21029
L353;Landahlweg;520;Hummelsbuettel;35;530;22399
L022;Landdrostenweg;319;Schnelsen;24;308;22459
L023;Landjaegerstieg;130;Billstedt;42;190;22117
----;Landscheidewegbruecke;608;Ochsenwerder;;;
L024;Landwehr, Nr. 50;120;Borgfelde;41;105;22087
L024;Landwehr, Nr. 63/73;121;Hamm;41;108;22087
L024;Landwehr, Nr. 2/36a;417;Hohenfelde;31;455;22087
L024;Landwehr, Nr. 1/45;501;Eilbek;31;556;22087
L025;Landwehrdamm;121;Hamm;41;108;20535
L026;Landwehrplatz;120;Borgfelde;41;105;20535
L027;Langbargheide;220;Lurup;25;207;22547
L028;Langbehnstrasse;216;Bahrenfeld;25;211;22761
L370;Langbergring;601;Lohbruegge;43;605;21033
L029;Lange Koppel;514;Farmsen-Berne;38;545;22159
L034;Langelohstrasse, Nr. 1/33 und 8/26;221;Osdorf;26;205;22609
L034;Langelohstrasse, Nr. 34/132d und 35/119;221;Osdorf;26;206;22609
L034;Langelohstrasse, Nr. 134/158 und 141/151;221;Osdorf;26;206;22549
L030;Lange Muehren;101;Hamburg-Altstadt;14;101;20095
L035;Langenbeckshoeh;430;Ohlsdorf;36;424;22337
L036;Langenbeern, Nr. 1/5;514;Farmsen-Berne;38;539;22159
L036;Langenbeern, Nr. 2/6;518;Sasel;38;539;22159
L351;Langenbeker Friedhofsweg;708;Sinstorf;46;719;21079
L037;Langenbeker Weg;709;Marmstorf;46;721;21077
L038;Langenberg;710;Eissendorf;46;721;21077
L039;Langenfelder Damm, Nr. 1/47 und 2/42;301;Eimsbuettel;23;303;20257
L039;Langenfelder Damm, Nr. 46/102 und 61/109;321;Stellingen;27;304;22525
L040;Langenfelder Strasse, Nr. 1/81 und 4/76;208;Altona-Nord;21;213;22769
L040;Langenfelder Strasse, Nr. 80/132 und 87/125;209;Altona-Nord;21;213;22769
L041;Langenfort, Nr. 2/82 und 83a/85;428;Barmbek-Nord;36;453;22307
L041;Langenfort, Nr. 5/69;429;Barmbek-Nord;36;453;22307
L042;Langengrund;715;Neugraben-Fischbek;47;705;21149
L043;Langenhegen;222;Nienstedten;26;205;22609
L046;Langenhorner Chaussee, Nr. 1/11 und 2/14;431;Fuhlsbuettel;34;421;22335
L046;Langenhorner Chaussee, Nr. 13/63 und 18/68;431;Fuhlsbuettel;34;420;22335
L046;Langenhorner Chaussee, Nr. 79/293 und 80/298b;432;Langenhorn;34;420;22415
L046;Langenhorner Chaussee, Nr. 297/685a und 300a/692;432;Langenhorn;34;420;22419
L047;Langenhorner Markt;432;Langenhorn;34;420;22415
----;Langenhorner-Markt-Bruecke;432;Langenhorn;;;
L048;Langenhorner Strasse-Ost;519;Poppenbuettel;35;532;22399
L049;Langenhorner Strasse-West;519;Poppenbuettel;35;532;22399
L051;Langenhorst, Nr. 1/9b und 22;318;Niendorf;24;307;22453
L051;Langenhorst, Nr. 13/33 und 33;318;Niendorf;24;306;22453
L044;Langenhoevel;136;Wilhelmsburg;44;716;21109
L052;Langenjaeren;520;Hummelsbuettel;35;530;22339
L053;Langenrehm;423;Barmbek-Sued;31;453;22081
L054;Langensaal;227;Rissen;26;201;22559
L055;Langenstuecken;519;Poppenbuettel;35;532;22393
L056;Langenwiesen;525;Volksdorf;35;540;22359
----;Langenzugbruecke;413;Winterhude;;;
----;Langenzugbruecke;414;Uhlenhorst;;;
L057;Langeooger Weg;141;Finkenwerder;47;106;21129
L031;Lange Reihe, Nr. 55/117 und 76/110;113;St. Georg;11;118;20099
L031;Lange Reihe, Nr. 1/51 und 2/70;114;St. Georg;11;118;20099
L058;Langer Hagen;132;Rothenburgsort;41;104;20539
L060;Langermannsweg;423;Barmbek-Sued;31;453;22081
L032;Lange Strasse;201;Altona-Altstadt;15;215;20359
L033;Lange Striepen;714;Hausbruch;47;707;21147
L061;Langfeld;525;Volksdorf;35;540;22359
L062;Langheinstrasse;519;Poppenbuettel;35;532;22399
L063;Langkamp;218;Gross Flottbek;25;208;22607
L064;Langkuul;715;Neugraben-Fischbek;47;705;21149
L065;Langmaackweg;219;Othmarschen;25;210;22605
L066;Langobardenweg;318;Niendorf;24;307;22455
L067;Langwisch, Nr. 1/15 und 2/10;517;Wellingsbuettel;35;531;22391
L067;von Alte Landstrasse bis zur Alster;519;Poppenbuettel;35;532;22391
----;Langwischbruecke;517;Wellingsbuettel;;;
----;Langwischbruecke;519;Poppenbuettel;;;
L068;Lannerweg;526;Rahlstedt;38;541;22145
L069;Lappenbergsallee, Nr. 4/50;303;Eimsbuettel;23;303;20257
L069;Lappenbergsallee, Nr. 1/45;304;Eimsbuettel;23;303;20257
L070;Lapplandring;526;Rahlstedt;38;541;22145
L071;Lasbeker Strasse;526;Rahlstedt;38;542;22143
L072;Lassallestrasse;702;Harburg;46;709;21073
L364;Lassdrift;141;Finkenwerder;47;106;21129
L073;Lastropsweg;305;Eimsbuettel;23;303;20255
L362;Latekopweg;519;Poppenbuettel;35;532;22399
L074;Lattenkamp, Nr. 2/98 und 13/35a;408;Winterhude;33;425;22299
L074;Lattenkamp, Nr. 3/9;409;Winterhude;33;425;22299
L075;Lattenkampstieg, Nr. 2/4;408;Winterhude;33;425;22299
L075;Lattenkampstieg, Nr. 1/3;409;Winterhude;33;425;22299
L076;Lattenstieg;408;Winterhude;33;425;22299
L077;Laubaner Strasse;512;Jenfeld;38;550;22043
L079;Laubenweg;432;Langenhorn;34;420;22415
L080;Laubsaengerweg;220;Lurup;25;207;22547
L082;Lauenbrucher Deich;711;Heimfeld;3;709;21079
L339;Lauenbrucher Hauptdeich;711;Heimfeld;3;709;21079
L083;Lauenbrucher Strasse;711;Heimfeld;46;709;21073
L081;Lauenbruch Ost;711;Heimfeld;3;709;21079
L084;Lauenburger Strasse;424;Dulsberg;37;453;22049
L085;Lauensteinstrasse;429;Barmbek-Nord;31;453;22307
L086;Laufgraben;311;Rotherbaum;17;301;20146
L087;Laufkoetterweg;129;Horn;42;110;22119
L089;Laukamp, Nr. 1-23 und 24/38;432;Langenhorn;34;420;22417
L089;Laukamp, Nr. 25/49;432;Langenhorn;34;420;22417
L090;Launitzweg;122;Hamm;41;108;20535
L336;Laurembergstieg;517;Wellingsbuettel;35;531;22391
L091;Laurembergweg;517;Wellingsbuettel;35;531;22391
L366;Lausitzerweg;318;Niendorf;24;307;22455
L092;Lauterbachstrasse;702;Harburg;46;709;21073
L093;Lauterberger Weg;318;Niendorf;24;307;22459
L333;Lauweg;607;Kirchwerder;43;607;21037
L094;Lavaterweg;219;Othmarschen;25;210;22605
L095;Lavendelweg;509;Wandsbek;37;552;22047
L096;Lawaetzweg;203;Altona-Altstadt;21;215;22767
L371;Leanderweg;225;Iserbrook;26;204;22589
L097;Lechweg;518;Sasel;35;539;22393
L098;Lederstrasse, Nr. 20/72;215;Bahrenfeld;25;212;22525
L098;Lederstrasse, Nr. 13/15;321;Stellingen;25;305;22525
L098;Lederstrasse, Nr. 21/43;321;Stellingen;25;304;22525
L386;Leegerwall;141;Finkenwerder;47;106;21129
L099;Leegmoor;432;Langenhorn;34;420;22417
L100;Leemgrove;432;Langenhorn;34;420;22417
L101;Leemrackeln;522;Duvenstedt;35;534;22397
L102;Leeschenblick, Nr. 1/15 und 4/12;515;Bramfeld;36;546;22177
L102;von Gruendgensstrasse etwa 50m in oestliche Richtung;516;Steilshoop;36;547;22177
L103;Leezener Weg;432;Langenhorn;34;420;22417
----;Legienbruecke;129;Horn;;;
----;Legienbruecke;130;Billstedt;;;
L104;Legienstrasse, Nr. 9/147;129;Horn;42;110;22111
L104;Legienstrasse, Nr. 165/251c;129;Horn;42;110;22119
L104;Legienstrasse, Nr. 2/70;130;Billstedt;42;117;22111
L104;Legienstrasse, Nr. 126/210a;130;Billstedt;42;117;22119
L104;Legienstrasse, Nr. 242a/250c;130;Billstedt;42;110;22119
L105;Leh rstrasse;526;Rahlstedt;38;541;22145
L344;Lehfeld;603;Bergedorf;43;603;21029
L106;Lehmbrookweg;514;Farmsen-Berne;38;545;22159
L349;Lehmheide;715;Neugraben-Fischbek;47;705;21149
L107;Lehmkoppel;526;Rahlstedt;38;544;22149
L109;Lehmkuhlenweg, Nr. 1/21;226;Suelldorf;26;202;22589
L109;Lehmkuhlenweg, Nr. 100;227;Rissen;26;201;22559
L110;Lehmoor;318;Niendorf;24;307;22453
L111;Lehmweg;401;Hoheluft-Ost;23;426;20251
L112;Leiblstieg;218;Gross Flottbek;25;208;22607
L113;Leibnizstrasse;502;Eilbek;31;556;22089
----;Leichterkanalbruecke;139;Steinwerder;;;
L372;Leimkrautweg;226;Suelldorf;26;202;22589
L115;Leinpfad, Nr. 91-109;409;Winterhude;33;425;22299
L115;Leinpfad, Nr. 75-88;410;Winterhude;33;425;22299
L115;Leinpfad, Nr. 1-27;413;Winterhude;33;425;22301
L115;Leinpfad, Nr. 29-74;413;Winterhude;33;425;22299
----;Leinpfadbruecke;409;Winterhude;;;
L116;Leipeltstrasse;136;Wilhelmsburg;44;716;21109
L117;Leipoldstieg;219;Othmarschen;25;210;22605
L379;Leiserweg, Nr. 13/21 und 22/30;706;Roenneburg;46;723;21079
L379;Leiserweg, Nr. 1/11 und 2/20;707;Langenbek;46;723;21079
L118;Leistikowstieg;218;Gross Flottbek;25;208;22607
L388;Lelka-Birnbaum-Weg;319;Schnelsen;24;308;22457
L119;Lembekstrasse;317;Lokstedt;23;306;22529
L120;Lemkusweg;130;Billstedt;42;117;22119
L121;Lemsahler Bargweg;521;Lemsahl-Mellingstedt;35;533;22397
L122;Lemsahler Dorfstrasse;521;Lemsahl-Mellingstedt;35;533;22397
L123;Lemsahler Landstrasse;521;Lemsahl-Mellingstedt;35;533;22397
L124;Lenaustrasse;417;Hohenfelde;31;455;22087
L125;Lenbachstrasse;218;Gross Flottbek;25;211;22607
L126;Lengerckestieg;507;Wandsbek;37;552;22041
L127;Lengerckestrasse, Nr. 15/37;505;Wandsbek;37;552;22041
L127;Lengerckestrasse, Nr. 43/47;505;Wandsbek;37;552;22049
L127;Lengerckestrasse, Nr. 48/50;506;Wandsbek;37;552;22049
L127;Lengerckestrasse, Nr. 4/46;507;Wandsbek;37;552;22041
L128;Lenhartzstrasse;403;Eppendorf;23;426;20249
L332;Lentersweg;520;Hummelsbuettel;34;530;22339
L129;Lentfoehrdener Weg;320;Eidelstedt;27;305;22523
L130;Lentheweg;710;Eissendorf;46;711;21077
L131;Lenzenreye;523;Wohldorf-Ohlstedt;35;537;22397
L132;Lenzingweg;515;Bramfeld;36;546;22179
L133;Lenzweg, Nr. 2/26;317;Lokstedt;23;306;22529
L133;Lenzweg, Nr. 5/15;321;Stellingen;23;304;22529
L395;Leo-Leistikow-Allee;415;Uhlenhorst;31;453;22081
L397;Leon-Bruecke;103;HafenCity;14;102;20457
L397;Leon-Bruecke;104;HafenCity;14;102;20457
L134;Leopardenstrasse;321;Stellingen;27;304;22527
L135;Lepsiusweg;222;Nienstedten;26;204;22587
L136;Lerchenberg;525;Volksdorf;35;540;22359
L137;Lerchenfeld, Nr. 1/11;415;Uhlenhorst;31;455;22081
L137;Lerchenfeld, Nr. 2/48 und 45a;415;Uhlenhorst;31;453;22081
L138;Lerchenhoehe;525;Volksdorf;35;540;22359
L139;Lerchenkamp;319;Schnelsen;24;308;22459
L391;Lerchensporn;432;Langenhorn;34;420;22417
L381;Lerchenstieg;110;St. Pauli;16;120;22767
L140;Lerchenstrasse, Nr. 1/93 und 6/90;110;St. Pauli;16;120;22767
L140;Lerchenstrasse, Nr. 94/114 und 103/115;207;Sternschanze;16;120;22767
L141;Lesebergweg;221;Osdorf;26;206;22549
L142;Lesemanns Treppe;223;Blankenese;26;203;22587
L143;Lessers Passage;203;Altona-Altstadt;21;215;22767
L144;Lesserstrasse, Nr. 1/71 und 2/52;506;Wandsbek;37;552;22049
L144;Lesserstrasse, Nr. 60/162 und 73/203;509;Wandsbek;37;552;22049
L144;Lesserstrasse, Nr. 170/200 und 205/243;509;Wandsbek;36;548;22049
L145;Lessingstrasse;417;Hohenfelde;31;455;22087
L146;Letternkamp, Nr. 2/24 und 3/23;130;Billstedt;42;117;22117
L146;Letternkamp, Nr. 25a/51h und 26/46c;130;Billstedt;42;190;22117
L147;Letzter Heller;128;Horn;42;117;22111
L149;Leuchtfeuerstieg;227;Rissen;26;201;22559
L338;Leuchtkaeferweg;;;;;
L338;von Marienkaeferweg rechte Seite bis Sinstorfer Weg;708;Sinstorf;46;719;21077
L338;von Marienkaeferweg linke Seite bis Sinstorfer Weg;709;Marmstorf;46;721;21077
L150;Leuchtturmweg;227;Rissen;26;201;22559
L151;Leunastrasse;215;Bahrenfeld;25;212;22761
L152;Leuschnerstrasse;601;Lohbruegge;43;608;21031
L352;Leuteritzweg;520;Hummelsbuettel;35;530;22399
L153;Leverkusenstieg;215;Bahrenfeld;25;212;22761
L154;Leverkusenstrasse;215;Bahrenfeld;25;212;22761
L155;Levkojenweg;320;Eidelstedt;27;305;22523
L377;Lewenwerder;703;Neuland;46;718;21079
L156;Lewetzauweg;318;Niendorf;24;307;22455
L396;Leyendeckerweg;432;Langenhorn;34;420;22419
L365;Leysahtbogen;130;Billstedt;42;117;22119
L157;Lianenweg;317;Lokstedt;23;306;22529
L158;Libellenweg;432;Langenhorn;34;420;22417
L159;Licentiatenweg;406;Gross Borstel;23;419;22453
L345;Lichtenauerweg;710;Eissendorf;46;711;21075
L160;Lichtenberger Strasse;512;Jenfeld;38;550;22045
L161;Lichtensteinweg;517;Wellingsbuettel;35;531;22391
L162;Lichtheimweg;223;Blankenese;26;203;22587
L393;Lichtnelkenweg;715;Neugraben-Fischbek;47;705;21147
L163;Lichtwarkstrasse;404;Eppendorf;23;426;20249
L164;Liebermannstrasse;219;Othmarschen;25;210;22605
L165;Liebezeitstrasse;130;Billstedt;42;117;22117
----;Liebigbruecke;131;Billbrook;;;
----;Liebigbruecke;132;Rothenburgsort;;;
L166;Liebigstrasse;131;Billbrook;42;103;22113
L167;Liebrechtstrasse;705;Wilstorf;46;709;21079
L169;Liedenkummer Bogen;717;Neuenfelde;47;703;21129
L170;Liegnitzer Strasse;512;Jenfeld;38;550;22045
L171;Lienaustrasse;514;Farmsen-Berne;38;545;22159
L172;Lienhardstrasse;427;Barmbek-Nord;31;453;22305
L354;Liepmannweg;520;Hummelsbuettel;35;530;22399
L387;Liesbeth-Rose-Stieg;615;Neuallermoehe;43;601;21035
L357;Lietbargredder;130;Billstedt;42;190;22115
L173;Liethberg;317;Lokstedt;23;306;22529
L174;Liethwisch;317;Lokstedt;23;306;22529
L175;Ligusterweg;222;Nienstedten;26;205;22609
L176;Liliencronstrasse;526;Rahlstedt;38;544;22149
L177;Lilienstrasse;101;Hamburg-Altstadt;14;101;20095
L378;Lilo-Gloeden-Kehre;615;Neuallermoehe;43;601;21035
L376;Lily-Braun-Strasse;615;Neuallermoehe;43;601;21035
L340;Limaweg;408;Winterhude;33;424;22297
L180;Limosenweg;220;Lurup;25;207;22547
L181;Linckestrasse;526;Rahlstedt;38;541;22145
L182;Lincolnstrasse;112;St. Pauli;15;121;20359
L183;Lindenallee, Nr. 39/63 und 50/76b;307;Eimsbuettel;23;303;20259
L183;Lindenallee, Nr. 2/48 und 17/37;310;Eimsbuettel;23;303;20259
L184;Lindenbergkoppel;130;Billstedt;42;117;22119
L185;Lindenbergweg;603;Bergedorf;43;603;21029
L186;Lindeneck;517;Wellingsbuettel;35;531;22391
L187;Lindenkoppel;519;Poppenbuettel;35;532;22399
L188;Lindenplatz;113;St. Georg;11;118;20099
